x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.299113	0.240909	0.240905	0	0	4.12642e-012	0.0582083	0	0	0	0	0	0.000293306	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	0	19.3641	0.61686	1.09089	-0.116706	-0.207911	-0.598221	0.299113	0.299113	-1.94758e-066	
2.1	0	-99999	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582083	0	0	0	0	0	0.000293307	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	1	19.3641	0.61686	1.61437	-0.116709	-0.207912	-0.598221	0.299113	0.299113	-1.19056e-065	
2.1	1	-99999	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582083	0	0	0	0	0	0.000293307	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	2	19.3641	0.61686	1.64062	-0.116709	-0.207912	-0.598221	0.299113	0.299113	-1.14719e-065	
0	1	-99999	0.299113	0.240909	0.240905	0	0	4.12642e-012	0.0582083	0	0	0	0	0	0.000293306	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	3	19.3641	0.61686	1.78396	-0.116707	-0.207911	-0.598221	0.299113	0.299113	-1.27185e-066	
1	0	1	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582083	0	0	0	0	0	0.00293307	9.99707	0	0.299113	30.2903	10.2962	0	0	10	0	0	0	0	3.75	0.375	4	19.3641	0.61686	1.48989	-0.116709	-0.207913	-0.598221	0.299113	0.299113	-1.27907e-065	
1.1	0	1	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582083	0	0	0	0	0	0.00293307	9.99707	0	0.299113	30.2903	10.2962	0	0	10	0	0	0	0	3.75	0.375	5	19.3641	0.61686	1.49715	-0.116709	-0.207913	-0.598221	0.299113	0.299113	-1.29006e-065	
1	0.9	1	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582083	0	0	0	0	0	0.00293307	9.99707	0	0.299113	30.2903	10.2962	0	0	10	0	0	0	0	3.21429	0.321429	6	19.3641	0.61686	1.62357	-0.116707	-0.207912	-0.598221	0.299113	0.299113	-6.67768e-066	
1.1	0.9	1	0.299113	0.240909	0.240905	0	0	4.12643e-012	0.0582083	0	0	0	0	0	0.00293307	9.99707	0	0.299113	30.2903	10.2962	0	0	10	0	0	0	0	2.91667	0.291667	7	19.3641	0.61686	1.62695	-0.116707	-0.207912	-0.598221	0.299113	0.299113	-6.96466e-066	
0	0.298	-99999	0.299113	0.240909	0.240905	0	0	4.12642e-012	0.0582083	0	0	0	0	0	0.000293306	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	8	19.3641	0.61686	1.00201	-0.116705	-0.20791	-0.598221	0.299113	0.299113	-3.9085e-068	
0	0.402	-99999	0.299113	0.240909	0.240905	0	0	4.12642e-012	0.0582083	0	0	0	0	0	0.000293306	0.999707	0	0.299113	3.29824	1.29882	0	0	1	0	0	0	0	0.25	0.25	9	19.3641	0.61686	1.00503	-0.116705	-0.20791	-0.598221	0.299113	0.299113	-2.57586e-068	
